Clean_SMILES,pActivity,MolObject
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CCOCC5)C[C@H]43)c2)cn1,9.415668775632469,<rdkit.Chem.rdchem.Mol object at 0x7f536079c7b0>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)NC(C)(C)C)C[C@H]43)c2)cn1,9.531652669587842,<rdkit.Chem.rdchem.Mol object at 0x7f536078a810>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)NC(C)(C)CF)C[C@H]43)c2)cn1,9.053056729302174,<rdkit.Chem.rdchem.Mol object at 0x7f536076d150>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)NC)C[C@H]43)c2)cn1,9.853871964321762,<rdkit.Chem.rdchem.Mol object at 0x7f536076c740>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)NC5CC5)C[C@H]43)c2)cn1,9.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x7f536079c200>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)NCC)C[C@H]43)c2)cn1,9.575118363368933,<rdkit.Chem.rdchem.Mol object at 0x7f53607891c0>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(F)F)C[C@@H]34)c2)c(C)c1,8.777283528852417,<rdkit.Chem.rdchem.Mol object at 0x7f5360789850>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(F)F)C[C@@H]34)c2)c(C)n1,9.247183568811728,<rdkit.Chem.rdchem.Mol object at 0x7f53607b5770>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(F)F)C[C@@H]34)c2)cn1,9.496209316942819,<rdkit.Chem.rdchem.Mol object at 0x7f536078ab90>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(CF)C[C@H]43)c2)c(C)c1,8.378823718224965,<rdkit.Chem.rdchem.Mol object at 0x7f536079c120>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(CF)C[C@H]43)c2)c(C)n1,9.110138278741811,<rdkit.Chem.rdchem.Mol object at 0x7f53607b6e30>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(CF)C[C@H]43)c2)cn1,9.578396073130168,<rdkit.Chem.rdchem.Mol object at 0x7f5360788f20>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)c(C)c1,8.407823242604133,<rdkit.Chem.rdchem.Mol object at 0x7f536078b6f0>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)c(C)n1,8.52432881167557,<rdkit.Chem.rdchem.Mol object at 0x7f536079ccf0>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1,9.393618634889394,<rdkit.Chem.rdchem.Mol object at 0x7f536079df50>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4([C@@H](O)C(F)(F)F)C[C@H]43)c2)cn1,9.434152181326482,<rdkit.Chem.rdchem.Mol object at 0x7f536076fd80>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4([C@H](O)C(F)(F)F)C[C@H]43)c2)cn1,9.410050398674292,<rdkit.Chem.rdchem.Mol object at 0x7f536079c3c0>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)S[C@]4(CO)[C@H]3C4(F)F)c2)cn1,9.496209316942819,<rdkit.Chem.rdchem.Mol object at 0x7f5360789b60>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(/C=C/C(=O)N(C)C)C[C@H]43)c2)cn1,9.504455662453552,<rdkit.Chem.rdchem.Mol object at 0x7f536079c5f0>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(CO)C[C@H]43)c2)c(C)n1,9.022276394711152,<rdkit.Chem.rdchem.Mol object at 0x7f536076d540>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(CO)C[C@H]43)c2)cn1,9.346787486224656,<rdkit.Chem.rdchem.Mol object at 0x7f536078bf40>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(COC(C)C)C[C@H]43)c2)cn1,9.094204119632131,<rdkit.Chem.rdchem.Mol object at 0x7f53607c87b0>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(COCC(F)(F)F)C[C@H]43)c2)cn1,9.55284196865778,<rdkit.Chem.rdchem.Mol object at 0x7f536078a420>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(c5c[nH]nn5)C[C@@H]34)c2)cn1,10.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x7f536076c350>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(c5cnco5)C[C@@H]34)c2)cn1,9.657577319177793,<rdkit.Chem.rdchem.Mol object at 0x7f53607898c0>
C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(c5ocnc5C)C[C@@H]34)c2)cn1,9.497572880015568,<rdkit.Chem.rdchem.Mol object at 0x7f536078b140>
C#CCOc1cnc(C(=O)Nc2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(CF)C[C@H]43)c2)c(C)n1,8.341988603342887,<rdkit.Chem.rdchem.Mol object at 0x7f536079ee30>
C#CCOc1cnc(C(=O)Nc2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(CF)C[C@H]43)c2)cn1,9.494850021680094,<rdkit.Chem.rdchem.Mol object at 0x7f53607887b0>
C#CCOc1cnc(C(=O)Nc2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)c(C)n1,8.585026652029182,<rdkit.Chem.rdchem.Mol object at 0x7f536078b990>
C#CCOc1cnc(C(=O)Nc2cnc(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1,9.097453220686008,<rdkit.Chem.rdchem.Mol object at 0x7f53607c8430>
C#CCOc1cnc(C(=O)Nc2cnc(OC)c([C@@]3(C)N=C(N)S[C@@]4(C#N)C[C@H]43)c2)cn1,9.132532512140948,<rdkit.Chem.rdchem.Mol object at 0x7f53607b60a0>
